ID	ABM006.A0101.mp2profile	ABM007.A0101.mp2profile	ABM008.A0101.mp2profile	ARS001.A0101.SG1.2.mp2profile	ARS004.A0101.SG1.2.mp2profile	ARS005.A0101.SG1.2.mp2profile	ARS010.A0101.SG1.2.mp2profile	ARS011.A0101.SG1.2.mp2profile	ARS012.A0101.SG1.2.mp2profile	ARS013.A0101.SG1.2.mp2profile	ARS015.A0101.SG1.2.mp2profile	ARS017.A0101.SG1.2.mp2profile	ARS020.A0101.SG1.2.mp2profile	BAN001.A0101.mp2profile	BIT001.A0101.mp2profile	BSQ001.A0101.mp2profile	CDC005.A0101.mp2profile	CDC006.A0101.mp2profile	CDC007.A0101.mp2profile	CDC008.A0101.mp2profile	CDC009.A0101.mp2profile	CDC010.A0101.mp2profile	CDC011.A0101.mp2profile	Chimp.150519.mp2profile	DJA002.A0101.mp2profile	DJA006.A0101.mp2profile	DJA007.A0101.mp2profile	DLV001.A0101.mp2profile	DLV002.A0101.mp2profile	EBO001.A0101.mp2profile	EBO003.A0101.mp2profile	EBO008.A0101.mp2profile	EBO009.A0101.mp2profile	ECO002.B0101.mp2profile	ECO004.B0101.mp2profile	ECO006.B0101.mp2profile	ECO010.B0101.mp2profile	ElSidron1.mp2profile	ElSidron2.mp2profile	EMN001.A0101.mp2profile	ERR1883418.mp2profile	ERR1883419.mp2profile	ERR1883420.mp2profile	ERR1883421.mp2profile	ERR1883422.mp2profile	ERR1883423.mp2profile	ERR1883424.mp2profile	ERR1883430.mp2profile	ERR1883436.mp2profile	ERR1883438.mp2profile	ESA003.A0101.mp2profile	ESA004.A0101.mp2profile	ESA006.A0101.mp2profile	ESA007.A0101.mp2profile	ESA008.A0101.mp2profile	EXB002.A1101.mp2profile	EXB015.A1701.mp2profile	EXB015.A1901.mp2profile	EXB015.A2001.mp2profile	EXB015.A2101.mp2profile	EXB015.A2201.mp2profile	EXB015.A2301.mp2profile	EXB015.A2401.mp2profile	EXB015.A2501.mp2profile	EXB015.A2601.mp2profile	EXB015.A2801.mp2profile	EXB015.A2901.mp2profile	EXB020.A0101.mp2profile	EXB021.A0101.mp2profile	EXB022.A0101.mp2profile	EXB023.A0101.mp2profile	EXB033.A0401.mp2profile	EXB033.A0801.mp2profile	EXB033.A1401.mp2profile	FDM001.A0101.mp2profile	FUM001.A0101.mp2profile	FUM002.A0101.mp2profile	FUM003.A0101.mp2profile	GDC002.A0101.mp2profile	GDC004.A0101.mp2profile	GDC005.A0101.mp2profile	GDN001.A0101.mp2profile	GOY005.A0101.mp2profile	GOY006.A0101.mp2profile	GUE001.A0101.mp2profile	IBA001.A0101.mp2profile	IBA002.A0101.mp2profile	JAE006.A0101.mp2profile	JAE007.A0101.mp2profile	JAE008.A0101.mp2profile	JAE009.A0101.mp2profile	JAE010.A0101.mp2profile	JAE012.A0101.mp2profile	JAE013.A0101.mp2profile	JAE014.A0101.mp2profile	JAE015.A0101.mp2profile	JAE016.A0101.mp2profile	KNP001.A0102.mp2profile	KNP003.A0102.mp2profile	KNP004.A0102.mp2profile	KNP005.A0102.mp2profile	KNP006.A0102.mp2profile	KNP007.A0102.mp2profile	KNP009.A0102.mp2profile	LIB007.A0117.mp2profile	LIB007.A0118.mp2profile	LIB007.A0119.mp2profile	LIB007.A0120.mp2profile	LIB007.A0122.mp2profile	LIB007.A0123.mp2profile	LIB007.A0124.mp2profile	LIB009.A0102.mp2profile	LIB012.A0101.mp2profile	LIB013.A0101.mp2profile	LIB014.A0101.mp2profile	LIB015.A0101.mp2profile	LIB017.A0101.mp2profile	LIB017.A0102.mp2profile	LIB025.A0301.mp2profile	LIB025.A0601.mp2profile	LIB025.A0701.mp2profile	LIS001.A0101.mp2profile	LIS002.A0101.mp2profile	LIS003.A0101.mp2profile	LOB001.A0101.mp2profile	MOA001.A0101.mp2profile	MTK001.A0101.mp2profile	MTM001.A0101.mp2profile	MTM002.A0101.mp2profile	MTM003.A0101.mp2profile	MTM004.A0101.mp2profile	MTM005.A0101.mp2profile	MTM006.A0101.mp2profile	MTM008.A0101.mp2profile	MTM009.A0101.mp2profile	MTM010.A0101.mp2profile	MTM011.A0101.mp2profile	MTM012.A0101.mp2profile	MTM013.A0101.mp2profile	MTS001.A0101.mp2profile	MTS002.A0101.mp2profile	MTS003.A0101.mp2profile	OAK001.A0101.mp2profile	OAK002.A0101.mp2profile	OAK003.A0101.mp2profile	OAK004.A0101.mp2profile	OAK005.A0101.mp2profile	OFN001.A0101.mp2profile	OME002.A0101.mp2profile	OME003.A0101.mp2profile	OME005.A0101.mp2profile	OME007.A0101.mp2profile	OME009.A0101.mp2profile	PES001.B0101.mp2profile	PLV001.A0101.mp2profile	PYK001.A0101.mp2profile	PYK002.A0101.mp2profile	PYK003.A0101.mp2profile	PYK004.A0101.mp2profile	PYK005.A0101.mp2profile	RIG001.A0101.mp2profile	SPM001.A0101.mp2profile	SPM002.A0101.mp2profile	SpyNew.mp2profile	SpyOld.mp2profile	SRR059389.mp2profile	SRR059425.mp2profile	SRR059455.mp2profile	SRR059917.mp2profile	SRR060358.mp2profile	SRR061192.mp2profile	SRR061294.mp2profile	SRR061320.mp2profile	SRR061365.mp2profile	SRR061562.mp2profile	SRR062083.mp2profile	SRR062298.mp2profile	SRR062299.mp2profile	SRR063517.mp2profile	SRR1631060.mp2profile	SRR1631061.mp2profile	SRR1631063.mp2profile	SRR1631064.mp2profile	SRR1633008.mp2profile	SRR1761677.mp2profile	SRR1761682.mp2profile	SRR1761688.mp2profile	SRR1761692.mp2profile	SRR1761697.mp2profile	SRR1761698.mp2profile	SRR1761705.mp2profile	SRR1761710.mp2profile	SRR1761718.mp2profile	SRR1761721.mp2profile	SRR1804664.mp2profile	SRR1804823.mp2profile	SRR1929408.mp2profile	SRR1930121.mp2profile	SRR1930123.mp2profile	SRR1930141.mp2profile	SRR1930145.mp2profile	SRR3184100.mp2profile	SRR3184876.mp2profile	SRR3189411.mp2profile	SRR3189416.mp2profile	SRR3189418.mp2profile	SRR512767.mp2profile	SRR513165.mp2profile	SRR513768.mp2profile	SRR513775.mp2profile	SRR513828.mp2profile	SRR514202.mp2profile	SRR514239.mp2profile	SRR514306.mp2profile	SRR514329.mp2profile	TAF008.B0101.mp2profile	TAF016.B0101.mp2profile	TAF017.A0101.mp2profile	TAF018.A0101.mp2profile	VLC001.A0101.mp2profile	VLC002.A0101.mp2profile	VLC003.A0101.mp2profile	VLC004.A0101.mp2profile	VLC005.A0101.mp2profile	VLC008.A0101.mp2profile	VLC009.A0101.mp2profile	VLC010.A0101.mp2profile	VLD001.A0101.mp2profile	WAL001.A0101.mp2profile	ZAF001.A0101.mp2profile
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01418	0	0	0	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__Enterococcus_faecium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01418	0	0	0	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus|t__Enterococcus_gilvus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae|t__Enterococcus_hirae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_italicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01622	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_italicus|t__GCF_000185365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01622	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12328	0	0	0	0	0	0	0	0	0	0.10281	0.28422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10123	0	0	0	1.45269	3.87303	0	0	0	0	0	33.1167	0.02943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86095	0.92558	0	0	0	0	0	0.47451	4.12395	0.07835	0.19708	0	1.38553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38558	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_lutrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12328	0	0	0	0	0	0	0	0	0	0.10281	0.28422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10123	0	0	0	1.45269	3.87303	0	0	0	0	0	33.1167	0.02943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86095	0.92558	0	0	0	0	0	0.47451	4.12395	0.07835	0.19708	0	1.38553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38558	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_lutrae|t__GCF_000498295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12328	0	0	0	0	0	0	0	0	0	0.10281	0.28422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10123	0	0	0	1.45269	3.87303	0	0	0	0	0	33.1167	0.02943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86095	0.92558	0	0	0	0	0	0.47451	4.12395	0.07835	0.19708	0	1.38553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38558	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	13.07777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16368	0	0	0.12113	0	0.52003	0.01299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0	0.73548	0	0	0	0	0	0.04107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21929	0	0	0	0.00662	0	0	0	0	0	0	0	0	0	0	0.29666	0.33575	0.28252	0.29904	0.16933	0.01048	0	0	0	0	0.31852	0.78523	0.68947	1.62991	0	0.00085	0	0.14171	0	0	0	0	0.00166	0.15488	0.00117	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09536	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	13.07777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16368	0	0	0.12113	0	0.49351	0.01299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0	0.68878	0	0	0	0	0	0.04107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21929	0	0	0	0.00662	0	0	0	0	0	0	0	0	0	0	0.29666	0.33575	0.28252	0.29904	0.16933	0.01048	0	0	0	0	0.31852	0.78523	0.68947	1.62991	0	0.00085	0	0.14171	0	0	0	0	0.00166	0.15488	0.00117	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09536	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidipiscis	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidipiscis|t__GCF_000260635	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0.00188	0	0	0.0853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei|t__Lactobacillus_casei_paracasei_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0.00188	0	0	0.0853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_coryniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_coryniformis|t__Lactobacillus_coryniformis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
