Binning Method	Database	Taxonomic Level	Decontam Method	Decontam Threshold	Contaminant	Genus	Species
megan	refseq	genus	combined	0.99	Pediococcus	Pediococcus	NA
megan	refseq	genus	combined	0.99	Pedobacter	Pedobacter	NA
megan	refseq	genus	combined	0.99	Pelagibacterium	Pelagibacterium	NA
megan	refseq	genus	combined	0.99	Pelobacter	Pelobacter	NA
megan	refseq	genus	combined	0.99	Pelodictyon	Pelodictyon	NA
megan	refseq	genus	combined	0.99	Pelomonas	Pelomonas	NA
megan	refseq	genus	combined	0.99	Pelosinus	Pelosinus	NA
megan	refseq	genus	combined	0.99	Petrimonas	Petrimonas	NA
megan	refseq	genus	combined	0.99	Phaeobacter	Phaeobacter	NA
megan	refseq	genus	combined	0.99	Phenylobacterium	Phenylobacterium	NA
megan	refseq	genus	combined	0.99	Photobacterium	Photobacterium	NA
megan	refseq	genus	combined	0.99	Photorhabdus	Photorhabdus	NA
megan	refseq	genus	combined	0.99	Phreatobacter	Phreatobacter	NA
megan	refseq	genus	combined	0.99	Phycicoccus	Phycicoccus	NA
megan	refseq	genus	combined	0.99	Phycisphaera	Phycisphaera	NA
megan	refseq	genus	combined	0.99	Phyllobacterium	Phyllobacterium	NA
megan	refseq	genus	combined	0.99	Phytobacter	Phytobacter	NA
megan	refseq	genus	combined	0.99	Pimelobacter	Pimelobacter	NA
megan	refseq	genus	combined	0.99	Pirellula	Pirellula	NA
megan	refseq	genus	combined	0.99	Piscinibacter	Piscinibacter	NA
megan	refseq	genus	combined	0.99	Planctomyces	Planctomyces	NA
megan	refseq	genus	combined	0.99	Planobispora	Planobispora	NA
megan	refseq	genus	combined	0.99	Planomicrobium	Planomicrobium	NA
megan	refseq	genus	combined	0.99	Plantibacter	Plantibacter	NA
megan	refseq	genus	combined	0.99	Plasticicumulans	Plasticicumulans	NA
megan	refseq	genus	combined	0.99	Pleomorphomonas	Pleomorphomonas	NA
megan	refseq	genus	combined	0.99	Pluralibacter	Pluralibacter	NA
megan	refseq	genus	combined	0.99	Polaromonas	Polaromonas	NA
megan	refseq	genus	combined	0.99	Polymorphum	Polymorphum	NA
megan	refseq	genus	combined	0.99	Porphyrobacter	Porphyrobacter	NA
megan	refseq	genus	combined	0.99	Prauserella	Prauserella	NA
megan	refseq	genus	combined	0.99	Promicromonospora	Promicromonospora	NA
megan	refseq	genus	combined	0.99	Propionicicella	Propionicicella	NA
megan	refseq	genus	combined	0.99	Prosthecochloris	Prosthecochloris	NA
megan	refseq	genus	combined	0.99	Prosthecomicrobium	Prosthecomicrobium	NA
megan	refseq	genus	combined	0.99	Proteiniphilum	Proteiniphilum	NA
megan	refseq	genus	combined	0.99	Proteus	Proteus	NA
megan	refseq	genus	combined	0.99	Providencia	Providencia	NA
megan	refseq	genus	combined	0.99	Pseudacidovorax	Pseudacidovorax	NA
megan	refseq	genus	combined	0.99	Pseudaminobacter	Pseudaminobacter	NA
megan	refseq	genus	combined	0.99	Pseudarthrobacter	Pseudarthrobacter	NA
megan	refseq	genus	combined	0.99	Pseudoalteromonas	Pseudoalteromonas	NA
megan	refseq	genus	combined	0.99	Pseudoclavibacter	Pseudoclavibacter	NA
megan	refseq	genus	combined	0.99	Pseudogulbenkiania	Pseudogulbenkiania	NA
megan	refseq	genus	combined	0.99	Pseudolabrys	Pseudolabrys	NA
megan	refseq	genus	combined	0.99	Pseudomonas	Pseudomonas	NA
megan	refseq	genus	combined	0.99	Pseudonocardia	Pseudonocardia	NA
megan	refseq	genus	combined	0.99	Pseudooceanicola	Pseudooceanicola	NA
megan	refseq	genus	combined	0.99	Pseudorhodoferax	Pseudorhodoferax	NA
megan	refseq	genus	combined	0.99	Pseudorhodoplanes	Pseudorhodoplanes	NA
megan	refseq	genus	combined	0.99	Pseudosporangium	Pseudosporangium	NA
megan	refseq	genus	combined	0.99	Pseudoxanthobacter	Pseudoxanthobacter	NA
megan	refseq	genus	combined	0.99	Pseudoxanthomonas	Pseudoxanthomonas	NA
megan	refseq	genus	combined	0.99	Psychrobacter	Psychrobacter	NA
megan	refseq	genus	combined	0.99	Pusillimonas	Pusillimonas	NA
megan	refseq	genus	combined	0.99	Rahnella	Rahnella	NA
megan	refseq	genus	combined	0.99	Raineyella	Raineyella	NA
megan	refseq	genus	combined	0.99	Ralstonia	Ralstonia	NA
megan	refseq	genus	combined	0.99	Ramlibacter	Ramlibacter	NA
megan	refseq	genus	combined	0.99	Raoultella	Raoultella	NA
megan	refseq	genus	combined	0.99	Rathayibacter	Rathayibacter	NA
megan	refseq	genus	combined	0.99	Reyranella	Reyranella	NA
megan	refseq	genus	combined	0.99	Rheinheimera	Rheinheimera	NA
megan	refseq	genus	combined	0.99	Rhizobacter	Rhizobacter	NA
megan	refseq	genus	combined	0.99	Rhizobium	Rhizobium	NA
megan	refseq	genus	combined	0.99	Rhizorhabdus	Rhizorhabdus	NA
megan	refseq	genus	combined	0.99	Rhodanobacter	Rhodanobacter	NA
megan	refseq	genus	combined	0.99	Rhodobacter	Rhodobacter	NA
megan	refseq	genus	combined	0.99	Rhodobium	Rhodobium	NA
megan	refseq	genus	combined	0.99	Rhodoblastus	Rhodoblastus	NA
megan	refseq	genus	combined	0.99	Rhodococcus	Rhodococcus	NA
megan	refseq	genus	combined	0.99	Rhodoferax	Rhodoferax	NA
megan	refseq	genus	combined	0.99	Rhodomicrobium	Rhodomicrobium	NA
megan	refseq	genus	combined	0.99	Rhodopila	Rhodopila	NA
megan	refseq	genus	combined	0.99	Rhodoplanes	Rhodoplanes	NA
megan	refseq	genus	combined	0.99	Rhodopseudomonas	Rhodopseudomonas	NA
megan	refseq	genus	combined	0.99	Rhodospirillum	Rhodospirillum	NA
megan	refseq	genus	combined	0.99	Rhodothermus	Rhodothermus	NA
megan	refseq	genus	combined	0.99	Rhodovulum	Rhodovulum	NA
megan	refseq	genus	combined	0.99	Rickettsia	Rickettsia	NA
megan	refseq	genus	combined	0.99	Roseateles	Roseateles	NA
megan	refseq	genus	combined	0.99	Roseburia	Roseburia	NA
megan	refseq	genus	combined	0.99	Roseiarcus	Roseiarcus	NA
megan	refseq	genus	combined	0.99	Roseiflexus	Roseiflexus	NA
megan	refseq	genus	combined	0.99	Roseimicrobium	Roseimicrobium	NA
megan	refseq	genus	combined	0.99	Roseivivax	Roseivivax	NA
megan	refseq	genus	combined	0.99	Roseomonas	Roseomonas	NA
megan	refseq	genus	combined	0.99	Roseovarius	Roseovarius	NA
megan	refseq	genus	combined	0.99	Rouxiella	Rouxiella	NA
megan	refseq	genus	combined	0.99	Rubellimicrobium	Rubellimicrobium	NA
megan	refseq	genus	combined	0.99	Rubritepida	Rubritepida	NA
megan	refseq	genus	combined	0.99	Rubrivirga	Rubrivirga	NA
megan	refseq	genus	combined	0.99	Rubrivivax	Rubrivivax	NA
megan	refseq	genus	combined	0.99	Rubrobacter	Rubrobacter	NA
megan	refseq	genus	combined	0.99	Rudaea	Rudaea	NA
megan	refseq	genus	combined	0.99	Rugamonas	Rugamonas	NA
megan	refseq	genus	combined	0.99	Saccharomonospora	Saccharomonospora	NA
megan	refseq	genus	combined	0.99	Saccharopolyspora	Saccharopolyspora	NA
megan	refseq	genus	combined	0.99	Saccharothrix	Saccharothrix	NA
megan	refseq	genus	combined	0.99	Salinarimonas	Salinarimonas	NA
megan	refseq	genus	combined	0.99	Salinibacter	Salinibacter	NA
megan	refseq	genus	combined	0.99	Salinicoccus	Salinicoccus	NA
megan	refseq	genus	combined	0.99	Salinicola	Salinicola	NA
megan	refseq	genus	combined	0.99	Salinispora	Salinispora	NA
megan	refseq	genus	combined	0.99	Salipiger	Salipiger	NA
megan	refseq	genus	combined	0.99	Salmonella	Salmonella	NA
megan	refseq	genus	combined	0.99	Sandaracinus	Sandaracinus	NA
megan	refseq	genus	combined	0.99	Scardovia	Scardovia	NA
megan	refseq	genus	combined	0.99	Schlegelella	Schlegelella	NA
megan	refseq	genus	combined	0.99	Sciscionella	Sciscionella	NA
megan	refseq	genus	combined	0.99	Serinicoccus	Serinicoccus	NA
megan	refseq	genus	combined	0.99	Serratia	Serratia	NA
megan	refseq	genus	combined	0.99	Shewanella	Shewanella	NA
megan	refseq	genus	combined	0.99	Shinella	Shinella	NA
megan	refseq	genus	combined	0.99	Siccibacter	Siccibacter	NA
megan	refseq	genus	combined	0.99	Silicimonas	Silicimonas	NA
megan	refseq	genus	combined	0.99	Silvibacterium	Silvibacterium	NA
megan	refseq	genus	combined	0.99	Simplicispira	Simplicispira	NA
megan	refseq	genus	combined	0.99	Singulisphaera	Singulisphaera	NA
megan	refseq	genus	combined	0.99	Sinimarinibacterium	Sinimarinibacterium	NA
megan	refseq	genus	combined	0.99	Sinomonas	Sinomonas	NA
megan	refseq	genus	combined	0.99	Sinorhizobium	Sinorhizobium	NA
megan	refseq	genus	combined	0.99	Sinosporangium	Sinosporangium	NA
megan	refseq	genus	combined	0.99	Siphonobacter	Siphonobacter	NA
megan	refseq	genus	combined	0.99	Solibacillus	Solibacillus	NA
megan	refseq	genus	combined	0.99	Solimonas	Solimonas	NA
megan	refseq	genus	combined	0.99	Solirubrobacter	Solirubrobacter	NA
megan	refseq	genus	combined	0.99	Soonwooa	Soonwooa	NA
megan	refseq	genus	combined	0.99	Sorangium	Sorangium	NA
megan	refseq	genus	combined	0.99	Sphaerisporangium	Sphaerisporangium	NA
megan	refseq	genus	combined	0.99	Sphaerobacter	Sphaerobacter	NA
megan	refseq	genus	combined	0.99	Sphaerotilus	Sphaerotilus	NA
megan	refseq	genus	combined	0.99	Sphingobacterium	Sphingobacterium	NA
megan	refseq	genus	combined	0.99	Sphingobium	Sphingobium	NA
megan	refseq	genus	combined	0.99	Sphingomonas	Sphingomonas	NA
megan	refseq	genus	combined	0.99	Sphingopyxis	Sphingopyxis	NA
megan	refseq	genus	combined	0.99	Spiribacter	Spiribacter	NA
megan	refseq	genus	combined	0.99	Sporichthya	Sporichthya	NA
megan	refseq	genus	combined	0.99	Sporosarcina	Sporosarcina	NA
megan	refseq	genus	combined	0.99	Stackebrandtia	Stackebrandtia	NA
megan	refseq	genus	combined	0.99	Staphylococcus	Staphylococcus	NA
megan	refseq	genus	combined	0.99	Stappia	Stappia	NA
megan	refseq	genus	combined	0.99	Starkeya	Starkeya	NA
megan	refseq	genus	combined	0.99	Stenotrophomonas	Stenotrophomonas	NA
megan	refseq	genus	combined	0.99	Steroidobacter	Steroidobacter	NA
megan	refseq	genus	combined	0.99	Stigmatella	Stigmatella	NA
megan	refseq	genus	combined	0.99	Streptacidiphilus	Streptacidiphilus	NA
megan	refseq	genus	combined	0.99	Streptomyces	Streptomyces	NA
megan	refseq	genus	combined	0.99	Streptosporangium	Streptosporangium	NA
megan	refseq	genus	combined	0.99	Subtercola	Subtercola	NA
megan	refseq	genus	combined	0.99	Sulfitobacter	Sulfitobacter	NA
megan	refseq	genus	combined	0.99	Sulfuricaulis	Sulfuricaulis	NA
megan	refseq	genus	combined	0.99	Sulfurifustis	Sulfurifustis	NA
megan	refseq	genus	combined	0.99	Sulfurisoma	Sulfurisoma	NA
megan	refseq	genus	combined	0.99	Sulfuritalea	Sulfuritalea	NA
megan	refseq	genus	combined	0.99	Sutterella	Sutterella	NA
megan	refseq	genus	combined	0.99	Symbiobacterium	Symbiobacterium	NA
megan	refseq	genus	combined	0.99	Synechococcus	Synechococcus	NA
megan	refseq	genus	combined	0.99	Syntrophobacter	Syntrophobacter	NA
megan	refseq	genus	combined	0.99	Syntrophomonas	Syntrophomonas	NA
megan	refseq	genus	combined	0.99	Syntrophus	Syntrophus	NA
megan	refseq	genus	combined	0.99	Tardiphaga	Tardiphaga	NA
megan	refseq	genus	combined	0.99	Tenacibaculum	Tenacibaculum	NA
megan	refseq	genus	combined	0.99	Tepidimonas	Tepidimonas	NA
megan	refseq	genus	combined	0.99	Tepidiphilus	Tepidiphilus	NA
megan	refseq	genus	combined	0.99	Terrabacter	Terrabacter	NA
megan	refseq	genus	combined	0.99	Terriglobus	Terriglobus	NA
megan	refseq	genus	combined	0.99	Terrimonas	Terrimonas	NA
megan	refseq	genus	combined	0.99	Terrisporobacter	Terrisporobacter	NA
megan	refseq	genus	combined	0.99	Tetrasphaera	Tetrasphaera	NA
megan	refseq	genus	combined	0.99	Thalassobaculum	Thalassobaculum	NA
megan	refseq	genus	combined	0.99	Thauera	Thauera	NA
megan	refseq	genus	combined	0.99	Thermaerobacter	Thermaerobacter	NA
megan	refseq	genus	combined	0.99	Thermoactinospora	Thermoactinospora	NA
megan	refseq	genus	combined	0.99	Thermoanaerobaculum	Thermoanaerobaculum	NA
megan	refseq	genus	combined	0.99	Thermobifida	Thermobifida	NA
megan	refseq	genus	combined	0.99	Thermobispora	Thermobispora	NA
megan	refseq	genus	combined	0.99	Thermocrispum	Thermocrispum	NA
megan	refseq	genus	combined	0.99	Thermoflexus	Thermoflexus	NA
megan	refseq	genus	combined	0.99	Thermoleophilum	Thermoleophilum	NA
megan	refseq	genus	combined	0.99	Thermomonas	Thermomonas	NA
megan	refseq	genus	combined	0.99	Thermomonospora	Thermomonospora	NA
megan	refseq	genus	combined	0.99	Thermus	Thermus	NA
megan	refseq	genus	combined	0.99	Thioalbus	Thioalbus	NA
megan	refseq	genus	combined	0.99	Thioalkalivibrio	Thioalkalivibrio	NA
megan	refseq	genus	combined	0.99	Thiobacillus	Thiobacillus	NA
megan	refseq	genus	combined	0.99	Thiohalobacter	Thiohalobacter	NA
megan	refseq	genus	combined	0.99	Thiomonas	Thiomonas	NA
megan	refseq	genus	combined	0.99	Thiopseudomonas	Thiopseudomonas	NA
megan	refseq	genus	combined	0.99	Tistlia	Tistlia	NA
megan	refseq	genus	combined	0.99	Trabulsiella	Trabulsiella	NA
megan	refseq	genus	combined	0.99	Tranquillimonas	Tranquillimonas	NA
megan	refseq	genus	combined	0.99	Trichococcus	Trichococcus	NA
megan	refseq	genus	combined	0.99	Tsukamurella	Tsukamurella	NA
megan	refseq	genus	combined	0.99	Uliginosibacterium	Uliginosibacterium	NA
megan	refseq	genus	combined	0.99	Umezawaea	Umezawaea	NA
megan	refseq	genus	combined	0.99	Ureibacillus	Ureibacillus	NA
megan	refseq	genus	combined	0.99	Varibaculum	Varibaculum	NA
megan	refseq	genus	combined	0.99	Variibacter	Variibacter	NA
megan	refseq	genus	combined	0.99	Variovorax	Variovorax	NA
megan	refseq	genus	combined	0.99	Verminephrobacter	Verminephrobacter	NA
megan	refseq	genus	combined	0.99	Verrucosispora	Verrucosispora	NA
megan	refseq	genus	combined	0.99	Vibrio	Vibrio	NA
megan	refseq	genus	combined	0.99	Virgibacillus	Virgibacillus	NA
megan	refseq	genus	combined	0.99	Viridibacillus	Viridibacillus	NA
megan	refseq	genus	combined	0.99	Vitreoscilla	Vitreoscilla	NA
megan	refseq	genus	combined	0.99	Vogesella	Vogesella	NA
megan	refseq	genus	combined	0.99	Vulgatibacter	Vulgatibacter	NA
megan	refseq	genus	combined	0.99	Weissella	Weissella	NA
megan	refseq	genus	combined	0.99	Williamsia	Williamsia	NA
megan	refseq	genus	combined	0.99	Wohlfahrtiimonas	Wohlfahrtiimonas	NA
megan	refseq	genus	combined	0.99	Xanthobacter	Xanthobacter	NA
megan	refseq	genus	combined	0.99	Xanthomonas	Xanthomonas	NA
megan	refseq	genus	combined	0.99	Xenophilus	Xenophilus	NA
megan	refseq	genus	combined	0.99	Xylophilus	Xylophilus	NA
megan	refseq	genus	combined	0.99	Yangia	Yangia	NA
megan	refseq	genus	combined	0.99	Yersinia	Yersinia	NA
megan	refseq	genus	combined	0.99	Yokenella	Yokenella	NA
megan	refseq	genus	combined	0.99	Yonghaparkia	Yonghaparkia	NA
megan	refseq	genus	combined	0.99	Yuhushiella	Yuhushiella	NA
megan	refseq	genus	combined	0.99	Zavarzinella	Zavarzinella	NA
megan	refseq	genus	combined	0.99	Zhihengliuella	Zhihengliuella	NA
megan	refseq	species	combined	0.99	[Clostridium] dakarense	[Clostridium]	dakarense
megan	refseq	species	combined	0.99	[Clostridium] sporosphaeroides	[Clostridium]	sporosphaeroides
megan	refseq	species	combined	0.99	[Enterobacter] lignolyticus	[Enterobacter]	lignolyticus
megan	refseq	species	combined	0.99	[Haemophilus] ducreyi	[Haemophilus]	ducreyi
megan	refseq	species	combined	0.99	[Polyangium] brachysporum	[Polyangium]	brachysporum
megan	refseq	species	combined	0.99	Achromobacter denitrificans	Achromobacter	denitrificans
megan	refseq	species	combined	0.99	Achromobacter marplatensis	Achromobacter	marplatensis
megan	refseq	species	combined	0.99	Achromobacter piechaudii	Achromobacter	piechaudii
megan	refseq	species	combined	0.99	Achromobacter pulmonis	Achromobacter	pulmonis
megan	refseq	species	combined	0.99	Achromobacter ruhlandii	Achromobacter	ruhlandii
megan	refseq	species	combined	0.99	Achromobacter sp. 2789STDY5608625	Achromobacter	sp. 2789STDY5608625
megan	refseq	species	combined	0.99	Achromobacter spanius	Achromobacter	spanius
megan	refseq	species	combined	0.99	Achromobacter xylosoxidans	Achromobacter	xylosoxidans
megan	refseq	species	combined	0.99	Acidaminococcus massiliensis	Acidaminococcus	massiliensis
megan	refseq	species	combined	0.99	Acidimicrobium ferrooxidans	Acidimicrobium	ferrooxidans
megan	refseq	species	combined	0.99	Acidiphilium multivorum	Acidiphilium	multivorum
megan	refseq	species	combined	0.99	Acidipropionibacterium acidipropionici	Acidipropionibacterium	acidipropionici
megan	refseq	species	combined	0.99	Acidipropionibacterium jensenii	Acidipropionibacterium	jensenii
megan	refseq	species	combined	0.99	Acidisphaera rubrifaciens	Acidisphaera	rubrifaciens
megan	refseq	species	combined	0.99	Acidobacteriaceae bacterium KBS 83	Acidobacteriaceae	bacterium KBS 83
megan	refseq	species	combined	0.99	Acidobacteriaceae bacterium KBS 89	Acidobacteriaceae	bacterium KBS 89
megan	refseq	species	combined	0.99	Acidobacteriaceae bacterium KBS 96	Acidobacteriaceae	bacterium KBS 96
megan	refseq	species	combined	0.99	Acidobacteriaceae bacterium URHE0068	Acidobacteriaceae	bacterium URHE0068
megan	refseq	species	combined	0.99	Acidobacterium capsulatum	Acidobacterium	capsulatum
megan	refseq	species	combined	0.99	Acidovorax anthurii	Acidovorax	anthurii
megan	refseq	species	combined	0.99	Acidovorax avenae	Acidovorax	avenae
megan	refseq	species	combined	0.99	Acidovorax carolinensis	Acidovorax	carolinensis
megan	refseq	species	combined	0.99	Acidovorax defluvii	Acidovorax	defluvii
megan	refseq	species	combined	0.99	Acidovorax ebreus	Acidovorax	ebreus
megan	refseq	species	combined	0.99	Acidovorax sp. GW101-3H11	Acidovorax	sp. GW101-3H11
megan	refseq	species	combined	0.99	Acidovorax sp. JHL-9	Acidovorax	sp. JHL-9
megan	refseq	species	combined	0.99	Acidovorax sp. JS42	Acidovorax	sp. JS42
megan	refseq	species	combined	0.99	Acidovorax sp. KKS102	Acidovorax	sp. KKS102
megan	refseq	species	combined	0.99	Acidovorax sp. Leaf191	Acidovorax	sp. Leaf191
megan	refseq	species	combined	0.99	Acidovorax sp. Leaf78	Acidovorax	sp. Leaf78
megan	refseq	species	combined	0.99	Acidovorax sp. MR-S7	Acidovorax	sp. MR-S7
megan	refseq	species	combined	0.99	Acidovorax sp. RAC01	Acidovorax	sp. RAC01
megan	refseq	species	combined	0.99	Acidovorax sp. Root219	Acidovorax	sp. Root219
megan	refseq	species	combined	0.99	Acidovorax sp. Root267	Acidovorax	sp. Root267
megan	refseq	species	combined	0.99	Acidovorax sp. T1	Acidovorax	sp. T1
megan	refseq	species	combined	0.99	Acidovorax valerianellae	Acidovorax	valerianellae
megan	refseq	species	combined	0.99	Acidovorax wautersii	Acidovorax	wautersii
megan	refseq	species	combined	0.99	Acinetobacter baumannii	Acinetobacter	baumannii
megan	refseq	species	combined	0.99	Acinetobacter beijerinckii	Acinetobacter	beijerinckii
megan	refseq	species	combined	0.99	Acinetobacter bereziniae	Acinetobacter	bereziniae
megan	refseq	species	combined	0.99	Acinetobacter bohemicus	Acinetobacter	bohemicus
megan	refseq	species	combined	0.99	Acinetobacter brisouii	Acinetobacter	brisouii
megan	refseq	species	combined	0.99	Acinetobacter calcoaceticus	Acinetobacter	calcoaceticus
megan	refseq	species	combined	0.99	Acinetobacter defluvii	Acinetobacter	defluvii
megan	refseq	species	combined	0.99	Acinetobacter genomosp. 33YU	Acinetobacter	genomosp. 33YU
megan	refseq	species	combined	0.99	Acinetobacter gerneri	Acinetobacter	gerneri
megan	refseq	species	combined	0.99	Acinetobacter guillouiae	Acinetobacter	guillouiae
megan	refseq	species	combined	0.99	Acinetobacter gyllenbergii	Acinetobacter	gyllenbergii
megan	refseq	species	combined	0.99	Acinetobacter harbinensis	Acinetobacter	harbinensis
megan	refseq	species	combined	0.99	Acinetobacter johnsonii	Acinetobacter	johnsonii
megan	refseq	species	combined	0.99	Acinetobacter junii	Acinetobacter	junii
megan	refseq	species	combined	0.99	Acinetobacter kookii	Acinetobacter	kookii
megan	refseq	species	combined	0.99	Acinetobacter lactucae	Acinetobacter	lactucae
megan	refseq	species	combined	0.99	Acinetobacter larvae	Acinetobacter	larvae
megan	refseq	species	combined	0.99	Acinetobacter nosocomialis	Acinetobacter	nosocomialis
megan	refseq	species	combined	0.99	Acinetobacter oleivorans	Acinetobacter	oleivorans
megan	refseq	species	combined	0.99	Acinetobacter parvus	Acinetobacter	parvus
megan	refseq	species	combined	0.99	Acinetobacter puyangensis	Acinetobacter	puyangensis
megan	refseq	species	combined	0.99	Acinetobacter rudis	Acinetobacter	rudis
megan	refseq	species	combined	0.99	Acinetobacter seifertii	Acinetobacter	seifertii
megan	refseq	species	combined	0.99	Acinetobacter soli	Acinetobacter	soli
megan	refseq	species	combined	0.99	Acinetobacter sp. ACNIH1	Acinetobacter	sp. ACNIH1
megan	refseq	species	combined	0.99	Acinetobacter sp. ACNIH2	Acinetobacter	sp. ACNIH2
megan	refseq	species	combined	0.99	Acinetobacter sp. ANC 3789	Acinetobacter	sp. ANC 3789
megan	refseq	species	combined	0.99	Acinetobacter sp. ANC 3862	Acinetobacter	sp. ANC 3862
megan	refseq	species	combined	0.99	Acinetobacter sp. ANC 3880	Acinetobacter	sp. ANC 3880
megan	refseq	species	combined	0.99	Acinetobacter sp. ANC 4558	Acinetobacter	sp. ANC 4558
megan	refseq	species	combined	0.99	Acinetobacter sp. CIP 101934	Acinetobacter	sp. CIP 101934
megan	refseq	species	combined	0.99	Acinetobacter sp. CIP 102136	Acinetobacter	sp. CIP 102136
megan	refseq	species	combined	0.99	Acinetobacter sp. CIP 70.18	Acinetobacter	sp. CIP 70.18
megan	refseq	species	combined	0.99	Acinetobacter sp. DSM 11652	Acinetobacter	sp. DSM 11652
megan	refseq	species	combined	0.99	Acinetobacter sp. LCT-H3	Acinetobacter	sp. LCT-H3
megan	refseq	species	combined	0.99	Acinetobacter sp. MYb10	Acinetobacter	sp. MYb10
megan	refseq	species	combined	0.99	Acinetobacter sp. NIPH 236	Acinetobacter	sp. NIPH 236
megan	refseq	species	combined	0.99	Acinetobacter sp. NIPH 542	Acinetobacter	sp. NIPH 542
megan	refseq	species	combined	0.99	Acinetobacter sp. NIPH 713	Acinetobacter	sp. NIPH 713
megan	refseq	species	combined	0.99	Acinetobacter sp. NIPH 817	Acinetobacter	sp. NIPH 817
megan	refseq	species	combined	0.99	Acinetobacter sp. NIPH 899	Acinetobacter	sp. NIPH 899
megan	refseq	species	combined	0.99	Acinetobacter sp. SFA	Acinetobacter	sp. SFA
megan	refseq	species	combined	0.99	Acinetobacter sp. SFD	Acinetobacter	sp. SFD
megan	refseq	species	combined	0.99	Acinetobacter sp. SM1B	Acinetobacter	sp. SM1B
megan	refseq	species	combined	0.99	Acinetobacter tandoii	Acinetobacter	tandoii
megan	refseq	species	combined	0.99	Acinetobacter tjernbergiae	Acinetobacter	tjernbergiae
megan	refseq	species	combined	0.99	Acinetobacter towneri	Acinetobacter	towneri
megan	refseq	species	combined	0.99	Acinetobacter variabilis	Acinetobacter	variabilis
megan	refseq	species	combined	0.99	Acinetobacter wuhouensis	Acinetobacter	wuhouensis
megan	refseq	species	combined	0.99	Actinoalloteichus cyanogriseus	Actinoalloteichus	cyanogriseus
megan	refseq	species	combined	0.99	Actinobacillus equuli	Actinobacillus	equuli
megan	refseq	species	combined	0.99	Actinobacillus succinogenes	Actinobacillus	succinogenes
megan	refseq	species	combined	0.99	Actinobacillus ureae	Actinobacillus	ureae
megan	refseq	species	combined	0.99	actinobacterium LLX17	actinobacterium	LLX17
megan	refseq	species	combined	0.99	Actinokineospora bangkokensis	Actinokineospora	bangkokensis
megan	refseq	species	combined	0.99	Actinokineospora cianjurensis	Actinokineospora	cianjurensis
megan	refseq	species	combined	0.99	Actinokineospora enzanensis	Actinokineospora	enzanensis
megan	refseq	species	combined	0.99	Actinokineospora inagensis	Actinokineospora	inagensis
megan	refseq	species	combined	0.99	Actinokineospora mzabensis	Actinokineospora	mzabensis
megan	refseq	species	combined	0.99	Actinokineospora terrae	Actinokineospora	terrae
megan	refseq	species	combined	0.99	Actinomadura amylolytica	Actinomadura	amylolytica
megan	refseq	species	combined	0.99	Actinomadura atramentaria	Actinomadura	atramentaria
megan	refseq	species	combined	0.99	Actinomadura echinospora	Actinomadura	echinospora
megan	refseq	species	combined	0.99	Actinomadura flavalba	Actinomadura	flavalba
megan	refseq	species	combined	0.99	Actinomadura madurae	Actinomadura	madurae
megan	refseq	species	combined	0.99	Actinomadura meyerae	Actinomadura	meyerae
megan	refseq	species	combined	0.99	Actinomadura oligospora	Actinomadura	oligospora
megan	refseq	species	combined	0.99	Actinomadura pelletieri	Actinomadura	pelletieri
megan	refseq	species	combined	0.99	Actinomadura rifamycini	Actinomadura	rifamycini
megan	refseq	species	combined	0.99	Actinomadura sp. 5-2	Actinomadura	sp. 5-2
megan	refseq	species	combined	0.99	Actinomadura sp. CNU-125	Actinomadura	sp. CNU-125
megan	refseq	species	combined	0.99	Actinomadura viridilutea	Actinomadura	viridilutea
megan	refseq	species	combined	0.99	Actinomycetales bacterium	Actinomycetales	bacterium
megan	refseq	species	combined	0.99	Actinomycetospora chiangmaiensis	Actinomycetospora	chiangmaiensis
megan	refseq	species	combined	0.99	Actinomycetospora cinnamomea	Actinomycetospora	cinnamomea
megan	refseq	species	combined	0.99	Actinoplanes atraurantiacus	Actinoplanes	atraurantiacus
megan	refseq	species	combined	0.99	Actinoplanes derwentensis	Actinoplanes	derwentensis
megan	refseq	species	combined	0.99	Actinoplanes friuliensis	Actinoplanes	friuliensis
megan	refseq	species	combined	0.99	Actinoplanes globisporus	Actinoplanes	globisporus
megan	refseq	species	combined	0.99	Actinoplanes italicus	Actinoplanes	italicus
megan	refseq	species	combined	0.99	Actinoplanes lutulentus	Actinoplanes	lutulentus
megan	refseq	species	combined	0.99	Actinoplanes missouriensis	Actinoplanes	missouriensis
megan	refseq	species	combined	0.99	Actinoplanes regularis	Actinoplanes	regularis
megan	refseq	species	combined	0.99	Actinoplanes sp. N902-109	Actinoplanes	sp. N902-109
megan	refseq	species	combined	0.99	Actinoplanes sp. SE50/110	Actinoplanes	sp. SE50/110
megan	refseq	species	combined	0.99	Actinoplanes sp. TFC3	Actinoplanes	sp. TFC3
megan	refseq	species	combined	0.99	Actinoplanes teichomyceticus	Actinoplanes	teichomyceticus
megan	refseq	species	combined	0.99	Actinoplanes xinjiangensis	Actinoplanes	xinjiangensis
megan	refseq	species	combined	0.99	Actinopolymorpha alba	Actinopolymorpha	alba
megan	refseq	species	combined	0.99	Actinopolymorpha cephalotaxi	Actinopolymorpha	cephalotaxi
megan	refseq	species	combined	0.99	Actinopolymorpha singaporensis	Actinopolymorpha	singaporensis
megan	refseq	species	combined	0.99	Actinopolyspora alba	Actinopolyspora	alba
