Binning Method	Database	Taxonomic Level	Decontam Method	Decontam Threshold	Contaminant	Genus	Species
megan	refseq	species	combined	0.99	Actinopolyspora erythraea	Actinopolyspora	erythraea
megan	refseq	species	combined	0.99	Actinopolyspora mortivallis	Actinopolyspora	mortivallis
megan	refseq	species	combined	0.99	Actinopolyspora mzabensis	Actinopolyspora	mzabensis
megan	refseq	species	combined	0.99	Actinopolyspora righensis	Actinopolyspora	righensis
megan	refseq	species	combined	0.99	Actinopolyspora xinjiangensis	Actinopolyspora	xinjiangensis
megan	refseq	species	combined	0.99	Actinospica robiniae	Actinospica	robiniae
megan	refseq	species	combined	0.99	Actinosynnema pretiosum	Actinosynnema	pretiosum
megan	refseq	species	combined	0.99	Advenella kashmirensis	Advenella	kashmirensis
megan	refseq	species	combined	0.99	Aerococcus sp. HMSC23C02	Aerococcus	sp. HMSC23C02
megan	refseq	species	combined	0.99	Aerococcus urinaeequi	Aerococcus	urinaeequi
megan	refseq	species	combined	0.99	Aerococcus viridans	Aerococcus	viridans
megan	refseq	species	combined	0.99	Aeromicrobium choanae	Aeromicrobium	choanae
megan	refseq	species	combined	0.99	Aeromicrobium erythreum	Aeromicrobium	erythreum
megan	refseq	species	combined	0.99	Aeromicrobium marinum	Aeromicrobium	marinum
megan	refseq	species	combined	0.99	Aeromicrobium massiliense	Aeromicrobium	massiliense
megan	refseq	species	combined	0.99	Aeromicrobium sp. Root344	Aeromicrobium	sp. Root344
megan	refseq	species	combined	0.99	Aeromicrobium sp. Root472D3	Aeromicrobium	sp. Root472D3
megan	refseq	species	combined	0.99	Aeromicrobium sp. Root495	Aeromicrobium	sp. Root495
megan	refseq	species	combined	0.99	Aeromonas allosaccharophila	Aeromonas	allosaccharophila
megan	refseq	species	combined	0.99	Aeromonas caviae	Aeromonas	caviae
megan	refseq	species	combined	0.99	Aeromonas eucrenophila	Aeromonas	eucrenophila
megan	refseq	species	combined	0.99	Aeromonas salmonicida	Aeromonas	salmonicida
megan	refseq	species	combined	0.99	Aeromonas veronii	Aeromonas	veronii
megan	refseq	species	combined	0.99	Afifella pfennigii	Afifella	pfennigii
megan	refseq	species	combined	0.99	Afipia birgiae	Afipia	birgiae
megan	refseq	species	combined	0.99	Afipia broomeae	Afipia	broomeae
megan	refseq	species	combined	0.99	Afipia clevelandensis	Afipia	clevelandensis
megan	refseq	species	combined	0.99	Afipia felis	Afipia	felis
megan	refseq	species	combined	0.99	Afipia sp. GAS231	Afipia	sp. GAS231
megan	refseq	species	combined	0.99	Agrobacterium arsenijevicii	Agrobacterium	arsenijevicii
megan	refseq	species	combined	0.99	Agrobacterium deltaense	Agrobacterium	deltaense
megan	refseq	species	combined	0.99	Agrobacterium fabrum	Agrobacterium	fabrum
megan	refseq	species	combined	0.99	Agrobacterium genomosp. 5	Agrobacterium	genomosp. 5
megan	refseq	species	combined	0.99	Agrobacterium larrymoorei	Agrobacterium	larrymoorei
megan	refseq	species	combined	0.99	Agrobacterium rhizogenes	Agrobacterium	rhizogenes
megan	refseq	species	combined	0.99	Agrobacterium rubi	Agrobacterium	rubi
megan	refseq	species	combined	0.99	Agrobacterium sp. RAC06	Agrobacterium	sp. RAC06
megan	refseq	species	combined	0.99	Agrobacterium sp. SUL3	Agrobacterium	sp. SUL3
megan	refseq	species	combined	0.99	Agrobacterium tumefaciens	Agrobacterium	tumefaciens
megan	refseq	species	combined	0.99	Agrobacterium vitis	Agrobacterium	vitis
megan	refseq	species	combined	0.99	Agrococcus baldri	Agrococcus	baldri
megan	refseq	species	combined	0.99	Agrococcus carbonis	Agrococcus	carbonis
megan	refseq	species	combined	0.99	Agrococcus jejuensis	Agrococcus	jejuensis
megan	refseq	species	combined	0.99	Agrococcus lahaulensis	Agrococcus	lahaulensis
megan	refseq	species	combined	0.99	Agromyces aureus	Agromyces	aureus
megan	refseq	species	combined	0.99	Agromyces flavus	Agromyces	flavus
megan	refseq	species	combined	0.99	Agromyces sp. Root81	Agromyces	sp. Root81
megan	refseq	species	combined	0.99	Akkermansia muciniphila	Akkermansia	muciniphila
megan	refseq	species	combined	0.99	Albidiferax sp. OV413	Albidiferax	sp. OV413
megan	refseq	species	combined	0.99	Albimonas pacifica	Albimonas	pacifica
megan	refseq	species	combined	0.99	Alcaligenes aquatilis	Alcaligenes	aquatilis
megan	refseq	species	combined	0.99	Alcaligenes faecalis	Alcaligenes	faecalis
megan	refseq	species	combined	0.99	Algoriella xinjiangensis	Algoriella	xinjiangensis
megan	refseq	species	combined	0.99	Alicycliphilus denitrificans	Alicycliphilus	denitrificans
megan	refseq	species	combined	0.99	Alloactinosynnema album	Alloactinosynnema	album
megan	refseq	species	combined	0.99	Alloactinosynnema iranicum	Alloactinosynnema	iranicum
megan	refseq	species	combined	0.99	Alloactinosynnema sp. L-07	Alloactinosynnema	sp. L-07
megan	refseq	species	combined	0.99	Allokutzneria albata	Allokutzneria	albata
megan	refseq	species	combined	0.99	Allokutzneria sp. NRRL B-24872	Allokutzneria	sp. NRRL B-24872
megan	refseq	species	combined	0.99	Allonocardiopsis opalescens	Allonocardiopsis	opalescens
megan	refseq	species	combined	0.99	Alloprevotella rava	Alloprevotella	rava
megan	refseq	species	combined	0.99	Alloscardovia omnicolens	Alloscardovia	omnicolens
megan	refseq	species	combined	0.99	Alloscardovia sp. HMSC034E08	Alloscardovia	sp. HMSC034E08
megan	refseq	species	combined	0.99	Alysiella crassa	Alysiella	crassa
megan	refseq	species	combined	0.99	Aminobacter aminovorans	Aminobacter	aminovorans
megan	refseq	species	combined	0.99	Aminobacter sp. MSH1	Aminobacter	sp. MSH1
megan	refseq	species	combined	0.99	Aminobacter sp. Root100	Aminobacter	sp. Root100
megan	refseq	species	combined	0.99	Amycolatopsis albispora	Amycolatopsis	albispora
megan	refseq	species	combined	0.99	Amycolatopsis azurea	Amycolatopsis	azurea
megan	refseq	species	combined	0.99	Amycolatopsis balhimycina	Amycolatopsis	balhimycina
megan	refseq	species	combined	0.99	Amycolatopsis benzoatilytica	Amycolatopsis	benzoatilytica
megan	refseq	species	combined	0.99	Amycolatopsis halophila	Amycolatopsis	halophila
megan	refseq	species	combined	0.99	Amycolatopsis kentuckyensis	Amycolatopsis	kentuckyensis
megan	refseq	species	combined	0.99	Amycolatopsis lexingtonensis	Amycolatopsis	lexingtonensis
megan	refseq	species	combined	0.99	Amycolatopsis marina	Amycolatopsis	marina
megan	refseq	species	combined	0.99	Amycolatopsis mediterranei	Amycolatopsis	mediterranei
megan	refseq	species	combined	0.99	Amycolatopsis methanolica	Amycolatopsis	methanolica
megan	refseq	species	combined	0.99	Amycolatopsis orientalis	Amycolatopsis	orientalis
megan	refseq	species	combined	0.99	Amycolatopsis pretoriensis	Amycolatopsis	pretoriensis
megan	refseq	species	combined	0.99	Amycolatopsis saalfeldensis	Amycolatopsis	saalfeldensis
megan	refseq	species	combined	0.99	Amycolatopsis sp. M39	Amycolatopsis	sp. M39
megan	refseq	species	combined	0.99	Amycolatopsis taiwanensis	Amycolatopsis	taiwanensis
megan	refseq	species	combined	0.99	Amycolatopsis thermoflava	Amycolatopsis	thermoflava
megan	refseq	species	combined	0.99	Amycolatopsis xylanica	Amycolatopsis	xylanica
megan	refseq	species	combined	0.99	Anaerococcus hydrogenalis	Anaerococcus	hydrogenalis
megan	refseq	species	combined	0.99	Anaerococcus nagyae	Anaerococcus	nagyae
megan	refseq	species	combined	0.99	Anaerococcus prevotii	Anaerococcus	prevotii
megan	refseq	species	combined	0.99	Anaerococcus provencensis	Anaerococcus	provencensis
megan	refseq	species	combined	0.99	Anaerococcus sp. Marseille-P2143	Anaerococcus	sp. Marseille-P2143
megan	refseq	species	combined	0.99	Anaeromyxobacter dehalogenans	Anaeromyxobacter	dehalogenans
megan	refseq	species	combined	0.99	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter	sp. Fw109-5
megan	refseq	species	combined	0.99	Anaeromyxobacter sp. K	Anaeromyxobacter	sp. K
megan	refseq	species	combined	0.99	Anaerosalibacter massiliensis	Anaerosalibacter	massiliensis
megan	refseq	species	combined	0.99	Anaplasma phagocytophilum	Anaplasma	phagocytophilum
megan	refseq	species	combined	0.99	Angustibacter sp. Root456	Angustibacter	sp. Root456
megan	refseq	species	combined	0.99	Anoxybacillus flavithermus	Anoxybacillus	flavithermus
megan	refseq	species	combined	0.99	Anoxybacillus pushchinoensis	Anoxybacillus	pushchinoensis
megan	refseq	species	combined	0.99	Aphanizomenon flos-aquae	Aphanizomenon	flos-aquae
megan	refseq	species	combined	0.99	Aquabacterium olei	Aquabacterium	olei
megan	refseq	species	combined	0.99	Aquamicrobium aerolatum	Aquamicrobium	aerolatum
megan	refseq	species	combined	0.99	Aquamicrobium defluvii	Aquamicrobium	defluvii
megan	refseq	species	combined	0.99	Aquimonas voraii	Aquimonas	voraii
megan	refseq	species	combined	0.99	Aquincola tertiaricarbonis	Aquincola	tertiaricarbonis
megan	refseq	species	combined	0.99	Archangium gephyra	Archangium	gephyra
megan	refseq	species	combined	0.99	Arenimonas composti	Arenimonas	composti
megan	refseq	species	combined	0.99	Aromatoleum aromaticum	Aromatoleum	aromaticum
megan	refseq	species	combined	0.99	Arsenicicoccus sp. oral taxon 190	Arsenicicoccus	sp. oral taxon 190
megan	refseq	species	combined	0.99	Arthrobacter alpinus	Arthrobacter	alpinus
megan	refseq	species	combined	0.99	Arthrobacter enclensis	Arthrobacter	enclensis
megan	refseq	species	combined	0.99	Arthrobacter oryzae	Arthrobacter	oryzae
megan	refseq	species	combined	0.99	Arthrobacter sp. Edens01	Arthrobacter	sp. Edens01
megan	refseq	species	combined	0.99	Arthrobacter sp. EpRS66	Arthrobacter	sp. EpRS66
megan	refseq	species	combined	0.99	Arthrobacter sp. EPSL27	Arthrobacter	sp. EPSL27
megan	refseq	species	combined	0.99	Arthrobacter sp. ERGS1:01	Arthrobacter	sp. ERGS1:01
megan	refseq	species	combined	0.99	Arthrobacter sp. I3	Arthrobacter	sp. I3
megan	refseq	species	combined	0.99	Arthrobacter sp. Leaf234	Arthrobacter	sp. Leaf234
megan	refseq	species	combined	0.99	Arthrobacter sp. MYb213	Arthrobacter	sp. MYb213
megan	refseq	species	combined	0.99	Arthrobacter sp. MYb224	Arthrobacter	sp. MYb224
megan	refseq	species	combined	0.99	Arthrobacter sp. MYb227	Arthrobacter	sp. MYb227
megan	refseq	species	combined	0.99	Arthrobacter sp. NIO-1057	Arthrobacter	sp. NIO-1057
megan	refseq	species	combined	0.99	Arthrobacter sp. ok362	Arthrobacter	sp. ok362
megan	refseq	species	combined	0.99	Arthrobacter sp. ov407	Arthrobacter	sp. ov407
megan	refseq	species	combined	0.99	Arthrobacter sp. PAMC 25486	Arthrobacter	sp. PAMC 25486
megan	refseq	species	combined	0.99	Arthrobacter sp. QXT-31	Arthrobacter	sp. QXT-31
megan	refseq	species	combined	0.99	Arthrobacter sp. Soil736	Arthrobacter	sp. Soil736
megan	refseq	species	combined	0.99	Arthrobacter sp. Soil763	Arthrobacter	sp. Soil763
megan	refseq	species	combined	0.99	Arthrobacter sp. YC-RL1	Arthrobacter	sp. YC-RL1
megan	refseq	species	combined	0.99	Asaccharospora irregularis	Asaccharospora	irregularis
megan	refseq	species	combined	0.99	Asanoa hainanensis	Asanoa	hainanensis
megan	refseq	species	combined	0.99	Atopobium minutum	Atopobium	minutum
megan	refseq	species	combined	0.99	Aurantimonas manganoxydans	Aurantimonas	manganoxydans
megan	refseq	species	combined	0.99	Auraticoccus monumenti	Auraticoccus	monumenti
megan	refseq	species	combined	0.99	Aureimonas altamirensis	Aureimonas	altamirensis
megan	refseq	species	combined	0.99	Aureimonas jatrophae	Aureimonas	jatrophae
megan	refseq	species	combined	0.99	Aureimonas sp. AU20	Aureimonas	sp. AU20
megan	refseq	species	combined	0.99	Aureimonas sp. Leaf460	Aureimonas	sp. Leaf460
megan	refseq	species	combined	0.99	Azoarcus communis	Azoarcus	communis
megan	refseq	species	combined	0.99	Azoarcus sp. CIB	Azoarcus	sp. CIB
megan	refseq	species	combined	0.99	Azoarcus sp. DN11	Azoarcus	sp. DN11
megan	refseq	species	combined	0.99	Azoarcus sp. KH32C	Azoarcus	sp. KH32C
megan	refseq	species	combined	0.99	Azoarcus toluclasticus	Azoarcus	toluclasticus
megan	refseq	species	combined	0.99	Azoarcus tolulyticus	Azoarcus	tolulyticus
megan	refseq	species	combined	0.99	Azohydromonas australica	Azohydromonas	australica
megan	refseq	species	combined	0.99	Azonexus fungiphilus	Azonexus	fungiphilus
megan	refseq	species	combined	0.99	Azonexus hydrophilus	Azonexus	hydrophilus
megan	refseq	species	combined	0.99	Azorhizobium caulinodans	Azorhizobium	caulinodans
megan	refseq	species	combined	0.99	Azorhizobium doebereinerae	Azorhizobium	doebereinerae
megan	refseq	species	combined	0.99	Azospira oryzae	Azospira	oryzae
megan	refseq	species	combined	0.99	Azospirillum brasilense	Azospirillum	brasilense
megan	refseq	species	combined	0.99	Azospirillum halopraeferens	Azospirillum	halopraeferens
megan	refseq	species	combined	0.99	Azospirillum lipoferum	Azospirillum	lipoferum
megan	refseq	species	combined	0.99	Azospirillum sp. B4	Azospirillum	sp. B4
megan	refseq	species	combined	0.99	Azospirillum sp. TSO35-2	Azospirillum	sp. TSO35-2
megan	refseq	species	combined	0.99	Azotobacter beijerinckii	Azotobacter	beijerinckii
megan	refseq	species	combined	0.99	Azotobacter chroococcum	Azotobacter	chroococcum
megan	refseq	species	combined	0.99	Azotobacter vinelandii	Azotobacter	vinelandii
megan	refseq	species	combined	0.99	Azovibrio restrictus	Azovibrio	restrictus
megan	refseq	species	combined	0.99	Bacillus alkalitelluris	Bacillus	alkalitelluris
megan	refseq	species	combined	0.99	Bacillus anthracis	Bacillus	anthracis
megan	refseq	species	combined	0.99	Bacillus aryabhattai	Bacillus	aryabhattai
megan	refseq	species	combined	0.99	Bacillus badius	Bacillus	badius
megan	refseq	species	combined	0.99	Bacillus butanolivorans	Bacillus	butanolivorans
megan	refseq	species	combined	0.99	Bacillus cecembensis	Bacillus	cecembensis
megan	refseq	species	combined	0.99	Bacillus coagulans	Bacillus	coagulans
megan	refseq	species	combined	0.99	Bacillus eiseniae	Bacillus	eiseniae
megan	refseq	species	combined	0.99	Bacillus lentus	Bacillus	lentus
megan	refseq	species	combined	0.99	Bacillus megaterium	Bacillus	megaterium
megan	refseq	species	combined	0.99	Bacillus muralis	Bacillus	muralis
megan	refseq	species	combined	0.99	Bacillus ndiopicus	Bacillus	ndiopicus
megan	refseq	species	combined	0.99	Bacillus niacini	Bacillus	niacini
megan	refseq	species	combined	0.99	Bacillus paralicheniformis	Bacillus	paralicheniformis
megan	refseq	species	combined	0.99	Bacillus pseudomycoides	Bacillus	pseudomycoides
megan	refseq	species	combined	0.99	Bacillus pumilus	Bacillus	pumilus
megan	refseq	species	combined	0.99	Bacillus simplex	Bacillus	simplex
megan	refseq	species	combined	0.99	Bacillus smithii	Bacillus	smithii
megan	refseq	species	combined	0.99	Bacillus sp. 17376	Bacillus	sp. 17376
megan	refseq	species	combined	0.99	Bacillus sp. FJAT-22090	Bacillus	sp. FJAT-22090
megan	refseq	species	combined	0.99	Bacillus sp. OxB-1	Bacillus	sp. OxB-1
megan	refseq	species	combined	0.99	Bacillus sp. S1-R1J2-FB	Bacillus	sp. S1-R1J2-FB
megan	refseq	species	combined	0.99	Bacillus sp. Soil531	Bacillus	sp. Soil531
megan	refseq	species	combined	0.99	Bacillus sp. YN-1	Bacillus	sp. YN-1
megan	refseq	species	combined	0.99	Bacillus thermoamylovorans	Bacillus	thermoamylovorans
megan	refseq	species	combined	0.99	Bacillus thuringiensis	Bacillus	thuringiensis
megan	refseq	species	combined	0.99	Bacillus wiedmannii	Bacillus	wiedmannii
megan	refseq	species	combined	0.99	Bacteroidales bacterium WCE2008	Bacteroidales	bacterium WCE2008
megan	refseq	species	combined	0.99	Bacteroides fragilis	Bacteroides	fragilis
megan	refseq	species	combined	0.99	Bacteroides ovatus	Bacteroides	ovatus
megan	refseq	species	combined	0.99	Beijerinckia mobilis	Beijerinckia	mobilis
megan	refseq	species	combined	0.99	Belnapia moabensis	Belnapia	moabensis
megan	refseq	species	combined	0.99	Belnapia rosea	Belnapia	rosea
megan	refseq	species	combined	0.99	Belnapia sp. F-4-1	Belnapia	sp. F-4-1
megan	refseq	species	combined	0.99	Bergeyella zoohelcum	Bergeyella	zoohelcum
megan	refseq	species	combined	0.99	Betaproteobacteria bacterium GR16-43	Betaproteobacteria	bacterium GR16-43
megan	refseq	species	combined	0.99	Bhargavaea ginsengi	Bhargavaea	ginsengi
megan	refseq	species	combined	0.99	Bifidobacterium adolescentis	Bifidobacterium	adolescentis
megan	refseq	species	combined	0.99	Bifidobacterium bifidum	Bifidobacterium	bifidum
megan	refseq	species	combined	0.99	Bifidobacterium longum	Bifidobacterium	longum
megan	refseq	species	combined	0.99	Bilophila sp. 4_1_30	Bilophila	sp. 4_1_30
megan	refseq	species	combined	0.99	Blastochloris viridis	Blastochloris	viridis
megan	refseq	species	combined	0.99	Blastococcus endophyticus	Blastococcus	endophyticus
megan	refseq	species	combined	0.99	Blastococcus saxobsidens	Blastococcus	saxobsidens
megan	refseq	species	combined	0.99	Blastococcus sp. DSM 46786	Blastococcus	sp. DSM 46786
megan	refseq	species	combined	0.99	Blastococcus sp. DSM 46838	Blastococcus	sp. DSM 46838
megan	refseq	species	combined	0.99	Blastococcus sp. URHD0036	Blastococcus	sp. URHD0036
megan	refseq	species	combined	0.99	Blastopirellula marina	Blastopirellula	marina
megan	refseq	species	combined	0.99	Bordetella petrii	Bordetella	petrii
megan	refseq	species	combined	0.99	Bordetella trematum	Bordetella	trematum
megan	refseq	species	combined	0.99	Bosea lathyri	Bosea	lathyri
megan	refseq	species	combined	0.99	Bosea sp. 1131	Bosea	sp. 1131
megan	refseq	species	combined	0.99	Bosea sp. 117	Bosea	sp. 117
megan	refseq	species	combined	0.99	Bosea sp. Leaf344	Bosea	sp. Leaf344
megan	refseq	species	combined	0.99	Bosea sp. OK403	Bosea	sp. OK403
megan	refseq	species	combined	0.99	Bosea sp. PAMC 26642	Bosea	sp. PAMC 26642
megan	refseq	species	combined	0.99	Bosea sp. RAC05	Bosea	sp. RAC05
megan	refseq	species	combined	0.99	Bosea sp. Root381	Bosea	sp. Root381
megan	refseq	species	combined	0.99	Bosea sp. Root483D1	Bosea	sp. Root483D1
megan	refseq	species	combined	0.99	Bosea sp. Root670	Bosea	sp. Root670
megan	refseq	species	combined	0.99	Bosea sp. UNC402CLCol	Bosea	sp. UNC402CLCol
megan	refseq	species	combined	0.99	Bosea vaviloviae	Bosea	vaviloviae
megan	refseq	species	combined	0.99	Brachybacterium alimentarium	Brachybacterium	alimentarium
megan	refseq	species	combined	0.99	Brachybacterium faecium	Brachybacterium	faecium
megan	refseq	species	combined	0.99	Brachybacterium ginsengisoli	Brachybacterium	ginsengisoli
megan	refseq	species	combined	0.99	Brachybacterium muris	Brachybacterium	muris
megan	refseq	species	combined	0.99	Brachybacterium phenoliresistens	Brachybacterium	phenoliresistens
megan	refseq	species	combined	0.99	Brachybacterium saurashtrense	Brachybacterium	saurashtrense
megan	refseq	species	combined	0.99	Brachybacterium sp. HMSC06H03	Brachybacterium	sp. HMSC06H03
megan	refseq	species	combined	0.99	Brachybacterium sp. P6-10-X1	Brachybacterium	sp. P6-10-X1
megan	refseq	species	combined	0.99	Bradyrhizobium arachidis	Bradyrhizobium	arachidis
megan	refseq	species	combined	0.99	Bradyrhizobium diazoefficiens	Bradyrhizobium	diazoefficiens
megan	refseq	species	combined	0.99	Bradyrhizobium elkanii	Bradyrhizobium	elkanii
megan	refseq	species	combined	0.99	Bradyrhizobium erythrophlei	Bradyrhizobium	erythrophlei
megan	refseq	species	combined	0.99	Bradyrhizobium icense	Bradyrhizobium	icense
megan	refseq	species	combined	0.99	Bradyrhizobium japonicum	Bradyrhizobium	japonicum
megan	refseq	species	combined	0.99	Bradyrhizobium jicamae	Bradyrhizobium	jicamae
megan	refseq	species	combined	0.99	Bradyrhizobium lablabi	Bradyrhizobium	lablabi
megan	refseq	species	combined	0.99	Bradyrhizobium manausense	Bradyrhizobium	manausense
